provincia,delitos_de_mayor_incidencia,fecha,denuncias
CHIMBORAZO,Robo de carros,2020-12-01,8
CHIMBORAZO,Robo a domicilio,2020-12-01,21
CHIMBORAZO,Robo a unidades económicas,2020-12-01,12
EL ORO,Robo a personas,2020-12-01,92
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,6
EL ORO,Robo de motos,2020-12-01,34
EL ORO,Robo de carros,2020-12-01,5
EL ORO,Robo a domicilio,2020-12-01,36
EL ORO,Robo a unidades económicas,2020-12-01,15
ESMERALDAS,Robo a personas,2020-12-01,45
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,7
ESMERALDAS,Robo de motos,2020-12-01,18
ESMERALDAS,Robo de carros,2020-12-01,4
ESMERALDAS,Robo a domicilio,2020-12-01,33
ESMERALDAS,Robo a unidades económicas,2020-12-01,10
GUAYAS,Robo a personas,2020-12-01,800
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,172
GUAYAS,Robo de motos,2020-12-01,221
GUAYAS,Robo de carros,2020-12-01,172
GUAYAS,Robo a domicilio,2020-12-01,161
GUAYAS,Robo a unidades económicas,2020-12-01,102
IMBABURA,Robo a personas,2020-12-01,36
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,25
IMBABURA,Robo de motos,2020-12-01,6
IMBABURA,Robo de carros,2020-12-01,1
IMBABURA,Robo a domicilio,2020-12-01,20
IMBABURA,Robo a unidades económicas,2020-12-01,9
LOJA,Robo a personas,2020-12-01,23
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,4
LOJA,Robo de motos,2020-12-01,2
LOJA,Robo de carros,2020-12-01,0
LOJA,Robo a domicilio,2020-12-01,19
LOJA,Robo a unidades económicas,2020-12-01,1
LOS RIOS,Robo a personas,2020-12-01,124
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,13
LOS RIOS,Robo de motos,2020-12-01,115
LOS RIOS,Robo de carros,2020-12-01,27
LOS RIOS,Robo a domicilio,2020-12-01,26
LOS RIOS,Robo a unidades económicas,2020-12-01,17
MANABI,Robo a personas,2020-12-01,66
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,5
MANABI,Robo de motos,2020-12-01,37
MANABI,Robo de carros,2020-12-01,31
MANABI,Robo a domicilio,2020-12-01,58
MANABI,Robo a unidades económicas,2020-12-01,23
MORONA SANTIAGO,Robo a personas,2020-12-01,3
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,1
MORONA SANTIAGO,Robo de motos,2020-12-01,0
MORONA SANTIAGO,Robo de carros,2020-12-01,0
MORONA SANTIAGO,Robo a domicilio,2020-12-01,13
MORONA SANTIAGO,Robo a unidades económicas,2020-12-01,2
NAPO,Robo a personas,2020-12-01,11
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,1
NAPO,Robo de motos,2020-12-01,0
NAPO,Robo de carros,2020-12-01,0
NAPO,Robo a domicilio,2020-12-01,9
NAPO,Robo a unidades económicas,2020-12-01,1
PASTAZA,Robo a personas,2020-12-01,6
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,1
PASTAZA,Robo de motos,2020-12-01,0
PASTAZA,Robo de carros,2020-12-01,1
PASTAZA,Robo a domicilio,2020-12-01,13
PASTAZA,Robo a unidades económicas,2020-12-01,1
PICHINCHA,Robo a personas,2020-12-01,483
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,226
PICHINCHA,Robo de motos,2020-12-01,107
PICHINCHA,Robo de carros,2020-12-01,141
PICHINCHA,Robo a domicilio,2020-12-01,152
PICHINCHA,Robo a unidades económicas,2020-12-01,128
TUNGURAHUA,Robo a personas,2020-12-01,32
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,30
TUNGURAHUA,Robo de motos,2020-12-01,0
TUNGURAHUA,Robo de carros,2020-12-01,8
TUNGURAHUA,Robo a domicilio,2020-12-01,16
TUNGURAHUA,Robo a unidades económicas,2020-12-01,13
ZAMORA CHINCHIPE,Robo a personas,2020-12-01,4
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,0
ZAMORA CHINCHIPE,Robo de motos,2020-12-01,0
ZAMORA CHINCHIPE,Robo de carros,2020-12-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2020-12-01,4
ZAMORA CHINCHIPE,Robo a unidades económicas,2020-12-01,4
GALAPAGOS,Robo a personas,2020-12-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,0
GALAPAGOS,Robo de motos,2020-12-01,0
GALAPAGOS,Robo de carros,2020-12-01,0
GALAPAGOS,Robo a domicilio,2020-12-01,2
GALAPAGOS,Robo a unidades económicas,2020-12-01,1
SUCUMBIOS,Robo a personas,2020-12-01,9
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,0
SUCUMBIOS,Robo de motos,2020-12-01,2
SUCUMBIOS,Robo de carros,2020-12-01,0
SUCUMBIOS,Robo a domicilio,2020-12-01,8
SUCUMBIOS,Robo a unidades económicas,2020-12-01,5
ORELLANA,Robo a personas,2020-12-01,10
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,1
ORELLANA,Robo de motos,2020-12-01,6
ORELLANA,Robo de carros,2020-12-01,0
ORELLANA,Robo a domicilio,2020-12-01,12
ORELLANA,Robo a unidades económicas,2020-12-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2020-12-01,50
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2020-12-01,30
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2020-12-01,33
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2020-12-01,27
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2020-12-01,8
SANTA ELENA,Robo a personas,2020-12-01,31
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,0
SANTA ELENA,Robo de motos,2020-12-01,10
SANTA ELENA,Robo de carros,2020-12-01,7
SANTA ELENA,Robo a domicilio,2020-12-01,16
SANTA ELENA,Robo a unidades económicas,2020-12-01,7
NACIONAL,Robo a personas,2020-12-01,1954
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2020-12-01,589
NACIONAL,Robo de motos,2020-12-01,618
NACIONAL,Robo de carros,2020-12-01,448
NACIONAL,Robo a domicilio,2020-12-01,723
NACIONAL,Robo a unidades económicas,2020-12-01,388
AZUAY,Robo a personas,2021-01-01,41
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,54
AZUAY,Robo de motos,2021-01-01,13
AZUAY,Robo de carros,2021-01-01,6
AZUAY,Robo a domicilio,2021-01-01,50
AZUAY,Robo a unidades económicas,2021-01-01,14
BOLIVAR,Robo a personas,2021-01-01,3
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,1
BOLIVAR,Robo de motos,2021-01-01,3
BOLIVAR,Robo de carros,2021-01-01,1
BOLIVAR,Robo a domicilio,2021-01-01,1
BOLIVAR,Robo a unidades económicas,2021-01-01,0
CANAR,Robo a personas,2021-01-01,21
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,7
CANAR,Robo de motos,2021-01-01,1
CANAR,Robo de carros,2021-01-01,3
CANAR,Robo a domicilio,2021-01-01,7
CANAR,Robo a unidades económicas,2021-01-01,5
CARCHI,Robo a personas,2021-01-01,5
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,0
CARCHI,Robo de motos,2021-01-01,0
CARCHI,Robo de carros,2021-01-01,2
CARCHI,Robo a domicilio,2021-01-01,2
CARCHI,Robo a unidades económicas,2021-01-01,3
COTOPAXI,Robo a personas,2021-01-01,20
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,12
COTOPAXI,Robo de motos,2021-01-01,5
COTOPAXI,Robo de carros,2021-01-01,3
COTOPAXI,Robo a domicilio,2021-01-01,14
COTOPAXI,Robo a unidades económicas,2021-01-01,10
CHIMBORAZO,Robo a personas,2021-01-01,25
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,17
CHIMBORAZO,Robo de motos,2021-01-01,9
CHIMBORAZO,Robo de carros,2021-01-01,13
CHIMBORAZO,Robo a domicilio,2021-01-01,15
CHIMBORAZO,Robo a unidades económicas,2021-01-01,14
EL ORO,Robo a personas,2021-01-01,98
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,2
EL ORO,Robo de motos,2021-01-01,54
EL ORO,Robo de carros,2021-01-01,11
EL ORO,Robo a domicilio,2021-01-01,44
EL ORO,Robo a unidades económicas,2021-01-01,17
ESMERALDAS,Robo a personas,2021-01-01,48
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,7
ESMERALDAS,Robo de motos,2021-01-01,21
ESMERALDAS,Robo de carros,2021-01-01,0
ESMERALDAS,Robo a domicilio,2021-01-01,34
ESMERALDAS,Robo a unidades económicas,2021-01-01,7
GUAYAS,Robo a personas,2021-01-01,773
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,180
GUAYAS,Robo de motos,2021-01-01,212
GUAYAS,Robo de carros,2021-01-01,256
GUAYAS,Robo a domicilio,2021-01-01,154
GUAYAS,Robo a unidades económicas,2021-01-01,90
IMBABURA,Robo a personas,2021-01-01,27
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,10
IMBABURA,Robo de motos,2021-01-01,2
IMBABURA,Robo de carros,2021-01-01,0
IMBABURA,Robo a domicilio,2021-01-01,18
IMBABURA,Robo a unidades económicas,2021-01-01,9
LOJA,Robo a personas,2021-01-01,12
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,12
LOJA,Robo de motos,2021-01-01,1
LOJA,Robo de carros,2021-01-01,0
LOJA,Robo a domicilio,2021-01-01,27
LOJA,Robo a unidades económicas,2021-01-01,6
LOS RIOS,Robo a personas,2021-01-01,135
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,14
LOS RIOS,Robo de motos,2021-01-01,137
LOS RIOS,Robo de carros,2021-01-01,43
LOS RIOS,Robo a domicilio,2021-01-01,36
LOS RIOS,Robo a unidades económicas,2021-01-01,14
MANABI,Robo a personas,2021-01-01,74
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,9
MANABI,Robo de motos,2021-01-01,39
MANABI,Robo de carros,2021-01-01,29
MANABI,Robo a domicilio,2021-01-01,39
MANABI,Robo a unidades económicas,2021-01-01,22
MORONA SANTIAGO,Robo a personas,2021-01-01,4
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,2
MORONA SANTIAGO,Robo de motos,2021-01-01,0
MORONA SANTIAGO,Robo de carros,2021-01-01,1
MORONA SANTIAGO,Robo a domicilio,2021-01-01,9
MORONA SANTIAGO,Robo a unidades económicas,2021-01-01,4
NAPO,Robo a personas,2021-01-01,7
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,0
NAPO,Robo de motos,2021-01-01,0
NAPO,Robo de carros,2021-01-01,0
NAPO,Robo a domicilio,2021-01-01,7
NAPO,Robo a unidades económicas,2021-01-01,4
PASTAZA,Robo a personas,2021-01-01,4
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,1
PASTAZA,Robo de motos,2021-01-01,0
PASTAZA,Robo de carros,2021-01-01,0
PASTAZA,Robo a domicilio,2021-01-01,4
PASTAZA,Robo a unidades económicas,2021-01-01,2
PICHINCHA,Robo a personas,2021-01-01,412
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,249
PICHINCHA,Robo de motos,2021-01-01,85
PICHINCHA,Robo de carros,2021-01-01,105
PICHINCHA,Robo a domicilio,2021-01-01,115
PICHINCHA,Robo a unidades económicas,2021-01-01,152
TUNGURAHUA,Robo a personas,2021-01-01,33
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,35
TUNGURAHUA,Robo de motos,2021-01-01,1
TUNGURAHUA,Robo de carros,2021-01-01,7
TUNGURAHUA,Robo a domicilio,2021-01-01,25
TUNGURAHUA,Robo a unidades económicas,2021-01-01,12
ZAMORA CHINCHIPE,Robo a personas,2021-01-01,1
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,0
ZAMORA CHINCHIPE,Robo de motos,2021-01-01,0
ZAMORA CHINCHIPE,Robo de carros,2021-01-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2021-01-01,1
ZAMORA CHINCHIPE,Robo a unidades económicas,2021-01-01,1
GALAPAGOS,Robo a personas,2021-01-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,0
GALAPAGOS,Robo de motos,2021-01-01,0
GALAPAGOS,Robo de carros,2021-01-01,0
GALAPAGOS,Robo a domicilio,2021-01-01,1
GALAPAGOS,Robo a unidades económicas,2021-01-01,0
SUCUMBIOS,Robo a personas,2021-01-01,12
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,0
SUCUMBIOS,Robo de motos,2021-01-01,6
SUCUMBIOS,Robo de carros,2021-01-01,2
SUCUMBIOS,Robo a domicilio,2021-01-01,8
SUCUMBIOS,Robo a unidades económicas,2021-01-01,3
ORELLANA,Robo a personas,2021-01-01,4
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,3
ORELLANA,Robo de motos,2021-01-01,5
ORELLANA,Robo de carros,2021-01-01,2
ORELLANA,Robo a domicilio,2021-01-01,17
ORELLANA,Robo a unidades económicas,2021-01-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2021-01-01,50
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2021-01-01,38
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2021-01-01,42
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2021-01-01,35
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2021-01-01,16
SANTA ELENA,Robo a personas,2021-01-01,26
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,1
SANTA ELENA,Robo de motos,2021-01-01,11
SANTA ELENA,Robo de carros,2021-01-01,5
SANTA ELENA,Robo a domicilio,2021-01-01,15
SANTA ELENA,Robo a unidades económicas,2021-01-01,6
NACIONAL,Robo a personas,2021-01-01,1836
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2021-01-01,623
NACIONAL,Robo de motos,2021-01-01,643
NACIONAL,Robo de carros,2021-01-01,531
NACIONAL,Robo a domicilio,2021-01-01,678
NACIONAL,Robo a unidades económicas,2021-01-01,418
AZUAY,Robo a personas,2021-02-01,42
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,49
AZUAY,Robo de motos,2021-02-01,14
AZUAY,Robo de carros,2021-02-01,5
AZUAY,Robo a domicilio,2021-02-01,33
AZUAY,Robo a unidades económicas,2021-02-01,10
BOLIVAR,Robo a personas,2021-02-01,3
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,3
BOLIVAR,Robo de motos,2021-02-01,0
BOLIVAR,Robo de carros,2021-02-01,3
BOLIVAR,Robo a domicilio,2021-02-01,3
BOLIVAR,Robo a unidades económicas,2021-02-01,1
CANAR,Robo a personas,2021-02-01,11
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,5
CANAR,Robo de motos,2021-02-01,6
CANAR,Robo de carros,2021-02-01,4
CANAR,Robo a domicilio,2021-02-01,8
CANAR,Robo a unidades económicas,2021-02-01,6
CARCHI,Robo a personas,2021-02-01,5
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,1
CARCHI,Robo de motos,2021-02-01,1
CARCHI,Robo de carros,2021-02-01,3
CARCHI,Robo a domicilio,2021-02-01,4
CARCHI,Robo a unidades económicas,2021-02-01,5
COTOPAXI,Robo a personas,2021-02-01,15
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,4
COTOPAXI,Robo de motos,2021-02-01,9
COTOPAXI,Robo de carros,2021-02-01,3
COTOPAXI,Robo a domicilio,2021-02-01,9
COTOPAXI,Robo a unidades económicas,2021-02-01,8
CHIMBORAZO,Robo a personas,2021-02-01,18
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,13
CHIMBORAZO,Robo de motos,2021-02-01,12
CHIMBORAZO,Robo de carros,2021-02-01,9
CHIMBORAZO,Robo a domicilio,2021-02-01,15
CHIMBORAZO,Robo a unidades económicas,2021-02-01,9
EL ORO,Robo a personas,2021-02-01,95
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,2
EL ORO,Robo de motos,2021-02-01,47
EL ORO,Robo de carros,2021-02-01,7
EL ORO,Robo a domicilio,2021-02-01,34
EL ORO,Robo a unidades económicas,2021-02-01,14
ESMERALDAS,Robo a personas,2021-02-01,73
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,7
ESMERALDAS,Robo de motos,2021-02-01,16
ESMERALDAS,Robo de carros,2021-02-01,3
ESMERALDAS,Robo a domicilio,2021-02-01,42
ESMERALDAS,Robo a unidades económicas,2021-02-01,9
GUAYAS,Robo a personas,2021-02-01,788
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,190
GUAYAS,Robo de motos,2021-02-01,257
GUAYAS,Robo de carros,2021-02-01,232
GUAYAS,Robo a domicilio,2021-02-01,157
GUAYAS,Robo a unidades económicas,2021-02-01,85
IMBABURA,Robo a personas,2021-02-01,31
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,10
IMBABURA,Robo de motos,2021-02-01,2
IMBABURA,Robo de carros,2021-02-01,3
IMBABURA,Robo a domicilio,2021-02-01,16
IMBABURA,Robo a unidades económicas,2021-02-01,8
LOJA,Robo a personas,2021-02-01,7
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,6
LOJA,Robo de motos,2021-02-01,0
LOJA,Robo de carros,2021-02-01,0
LOJA,Robo a domicilio,2021-02-01,18
LOJA,Robo a unidades económicas,2021-02-01,1
LOS RIOS,Robo a personas,2021-02-01,126
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,9
LOS RIOS,Robo de motos,2021-02-01,116
LOS RIOS,Robo de carros,2021-02-01,31
LOS RIOS,Robo a domicilio,2021-02-01,17
LOS RIOS,Robo a unidades económicas,2021-02-01,19
MANABI,Robo a personas,2021-02-01,56
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,12
MANABI,Robo de motos,2021-02-01,29
MANABI,Robo de carros,2021-02-01,31
MANABI,Robo a domicilio,2021-02-01,43
MANABI,Robo a unidades económicas,2021-02-01,31
MORONA SANTIAGO,Robo a personas,2021-02-01,2
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,1
MORONA SANTIAGO,Robo de motos,2021-02-01,2
MORONA SANTIAGO,Robo de carros,2021-02-01,0
MORONA SANTIAGO,Robo a domicilio,2021-02-01,9
MORONA SANTIAGO,Robo a unidades económicas,2021-02-01,2
NAPO,Robo a personas,2021-02-01,7
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,2
NAPO,Robo de motos,2021-02-01,1
NAPO,Robo de carros,2021-02-01,0
NAPO,Robo a domicilio,2021-02-01,1
NAPO,Robo a unidades económicas,2021-02-01,3
PASTAZA,Robo a personas,2021-02-01,5
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,1
PASTAZA,Robo de motos,2021-02-01,0
PASTAZA,Robo de carros,2021-02-01,0
PASTAZA,Robo a domicilio,2021-02-01,7
PASTAZA,Robo a unidades económicas,2021-02-01,5
PICHINCHA,Robo a personas,2021-02-01,443
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,247
PICHINCHA,Robo de motos,2021-02-01,92
PICHINCHA,Robo de carros,2021-02-01,119
PICHINCHA,Robo a domicilio,2021-02-01,163
PICHINCHA,Robo a unidades económicas,2021-02-01,138
TUNGURAHUA,Robo a personas,2021-02-01,49
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,21
TUNGURAHUA,Robo de motos,2021-02-01,3
TUNGURAHUA,Robo de carros,2021-02-01,4
TUNGURAHUA,Robo a domicilio,2021-02-01,15
TUNGURAHUA,Robo a unidades económicas,2021-02-01,9
ZAMORA CHINCHIPE,Robo a personas,2021-02-01,1
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,0
ZAMORA CHINCHIPE,Robo de motos,2021-02-01,0
ZAMORA CHINCHIPE,Robo de carros,2021-02-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2021-02-01,5
ZAMORA CHINCHIPE,Robo a unidades económicas,2021-02-01,1
GALAPAGOS,Robo a personas,2021-02-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,0
GALAPAGOS,Robo de motos,2021-02-01,0
GALAPAGOS,Robo de carros,2021-02-01,0
GALAPAGOS,Robo a domicilio,2021-02-01,3
GALAPAGOS,Robo a unidades económicas,2021-02-01,0
SUCUMBIOS,Robo a personas,2021-02-01,14
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,3
SUCUMBIOS,Robo de motos,2021-02-01,8
SUCUMBIOS,Robo de carros,2021-02-01,1
SUCUMBIOS,Robo a domicilio,2021-02-01,14
SUCUMBIOS,Robo a unidades económicas,2021-02-01,4
ORELLANA,Robo a personas,2021-02-01,9
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,1
ORELLANA,Robo de motos,2021-02-01,9
ORELLANA,Robo de carros,2021-02-01,0
ORELLANA,Robo a domicilio,2021-02-01,17
ORELLANA,Robo a unidades económicas,2021-02-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2021-02-01,68
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,2
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2021-02-01,21
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2021-02-01,17
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2021-02-01,23
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2021-02-01,14
SANTA ELENA,Robo a personas,2021-02-01,34
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,13
SANTA ELENA,Robo de motos,2021-02-01,6
SANTA ELENA,Robo de carros,2021-02-01,7
SANTA ELENA,Robo a domicilio,2021-02-01,22
SANTA ELENA,Robo a unidades económicas,2021-02-01,12
NACIONAL,Robo a personas,2021-02-01,1902
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2021-02-01,602
NACIONAL,Robo de motos,2021-02-01,651
NACIONAL,Robo de carros,2021-02-01,482
NACIONAL,Robo a domicilio,2021-02-01,678
NACIONAL,Robo a unidades económicas,2021-02-01,403
AZUAY,Robo a personas,2021-03-01,62
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2021-03-01,44
AZUAY,Robo de motos,2021-03-01,20
AZUAY,Robo de carros,2021-03-01,8
AZUAY,Robo a domicilio,2021-03-01,38
AZUAY,Robo a unidades económicas,2021-03-01,17
BOLIVAR,Robo a personas,2021-03-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-03-01,0
BOLIVAR,Robo de motos,2021-03-01,1
BOLIVAR,Robo de carros,2021-03-01,1
BOLIVAR,Robo a domicilio,2021-03-01,2
BOLIVAR,Robo a unidades económicas,2021-03-01,3
CANAR,Robo a personas,2021-03-01,12
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2021-03-01,10
CANAR,Robo de motos,2021-03-01,3
CANAR,Robo de carros,2021-03-01,1
CANAR,Robo a domicilio,2021-03-01,8
CANAR,Robo a unidades económicas,2021-03-01,3
CARCHI,Robo a personas,2021-03-01,10
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2021-03-01,3
CARCHI,Robo de motos,2021-03-01,0
CARCHI,Robo de carros,2021-03-01,2
CARCHI,Robo a domicilio,2021-03-01,3
CARCHI,Robo a unidades económicas,2021-03-01,4
COTOPAXI,Robo a personas,2021-03-01,14
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2021-03-01,13
COTOPAXI,Robo de motos,2021-03-01,2
COTOPAXI,Robo de carros,2021-03-01,7
COTOPAXI,Robo a domicilio,2021-03-01,15
