provincia,cantón,fecha,homicidios
GUAYAS,Duran,2023-01-01,7
GUAYAS,El Empalme,2023-01-01,0
GUAYAS,El Triunfo,2023-01-01,1
GUAYAS,Milagro,2023-01-01,13
GUAYAS,Naranjal,2023-01-01,6
GUAYAS,Naranjito,2023-01-01,1
GUAYAS,Palestina,2023-01-01,1
GUAYAS,Pedro Carbo,2023-01-01,4
GUAYAS,Samborondon,2023-01-01,2
GUAYAS,Santa Lucia,2023-01-01,1
GUAYAS,Salitre (Urbina Jado),2023-01-01,2
GUAYAS,San Jacinto De Yaguachi,2023-01-01,2
GUAYAS,Playas,2023-01-01,0
GUAYAS,Simon Bolivar,2023-01-01,2
GUAYAS,Coronel Marcelino Maridueña,2023-01-01,1
GUAYAS,Lomas De Sargentillo,2023-01-01,0
GUAYAS,Nobol,2023-01-01,2
GUAYAS,Gral Antonio Elizalde,2023-01-01,0
GUAYAS,Isidro Ayora,2023-01-01,0
IMBABURA,Ibarra,2023-01-01,0
IMBABURA,Antonio Ante,2023-01-01,0
IMBABURA,Cotacachi,2023-01-01,0
IMBABURA,Otavalo,2023-01-01,0
IMBABURA,Pimampiro,2023-01-01,0
IMBABURA,San Miguel De Urcuqui,2023-01-01,0
LOJA,Loja,2023-01-01,4
LOJA,Calvas,2023-01-01,0
LOJA,Catamayo,2023-01-01,3
LOJA,Celica,2023-01-01,0
LOJA,Chaguarpamba,2023-01-01,0
LOJA,Espindola,2023-01-01,0
LOJA,Gonzanama,2023-01-01,0
LOJA,Macara,2023-01-01,0
LOJA,Paltas,2023-01-01,0
LOJA,Puyango,2023-01-01,0
LOJA,Saraguro,2023-01-01,1
LOJA,Sozoranga,2023-01-01,0
LOJA,Zapotillo,2023-01-01,0
LOJA,Pindal,2023-01-01,0
LOJA,Quilanga,2023-01-01,0
LOJA,Olmedo,2023-01-01,0
LOS RIOS,Babahoyo,2023-01-01,18
LOS RIOS,Baba,2023-01-01,1
LOS RIOS,Montalvo,2023-01-01,0
LOS RIOS,Puebloviejo,2023-01-01,12
LOS RIOS,Quevedo,2023-01-01,13
LOS RIOS,Urdaneta,2023-01-01,8
LOS RIOS,Ventanas,2023-01-01,3
LOS RIOS,Vinces,2023-01-01,5
LOS RIOS,Palenque,2023-01-01,0
LOS RIOS,Buena Fe,2023-01-01,1
LOS RIOS,Valencia,2023-01-01,0
LOS RIOS,Mocache,2023-01-01,2
LOS RIOS,Quinsaloma,2023-01-01,0
MANABI,Portoviejo,2023-01-01,8
MANABI,Bolivar,2023-01-01,2
MANABI,Chone,2023-01-01,0
MANABI,El Carmen,2023-01-01,3
MANABI,Flavio Alfaro,2023-01-01,0
MANABI,Jipijapa,2023-01-01,0
MANABI,Junin,2023-01-01,0
MANABI,Manta,2023-01-01,10
MANABI,Montecristi,2023-01-01,2
MANABI,Pajan,2023-01-01,0
MANABI,Pichincha,2023-01-01,0
MANABI,Rocafuerte,2023-01-01,0
MANABI,Santa Ana,2023-01-01,0
MANABI,Sucre,2023-01-01,6
MANABI,Tosagua,2023-01-01,1
MANABI,24 De Mayo,2023-01-01,0
MANABI,Pedernales,2023-01-01,14
MANABI,Olmedo,2023-01-01,1
MANABI,Puerto Lopez,2023-01-01,1
MANABI,Jama,2023-01-01,0
MANABI,Jaramijo,2023-01-01,2
MANABI,San Vicente,2023-01-01,0
MORONA SANTIAGO,Morona,2023-01-01,0
MORONA SANTIAGO,Gualaquiza,2023-01-01,0
MORONA SANTIAGO,Limon Indanza,2023-01-01,1
MORONA SANTIAGO,Palora,2023-01-01,0
MORONA SANTIAGO,Santiago,2023-01-01,1
MORONA SANTIAGO,Sucua,2023-01-01,0
MORONA SANTIAGO,Huamboya,2023-01-01,0
MORONA SANTIAGO,San Juan Bosco,2023-01-01,0
MORONA SANTIAGO,Taisha,2023-01-01,1
MORONA SANTIAGO,Logroño,2023-01-01,0
MORONA SANTIAGO,Pablo Sexto,2023-01-01,0
MORONA SANTIAGO,Canton Tiwintza,2023-01-01,0
NAPO,Tena,2023-01-01,2
NAPO,Archidona,2023-01-01,2
NAPO,El Chaco,2023-01-01,0
NAPO,Quijos,2023-01-01,0
NAPO,Carlos Julio Arosemena Tola,2023-01-01,0
PASTAZA,Pastaza,2023-01-01,0
PASTAZA,Mera,2023-01-01,0
PASTAZA,Santa Clara,2023-01-01,0
PASTAZA,Arajuno,2023-01-01,0
PICHINCHA,Quito,2023-01-01,27
PICHINCHA,Cayambe,2023-01-01,0
PICHINCHA,Mejia,2023-01-01,0
PICHINCHA,Pedro Moncayo,2023-01-01,0
PICHINCHA,Rumiñahui,2023-01-01,2
PICHINCHA,San Miguel De Los Bancos,2023-01-01,0
PICHINCHA,Pedro Vicente Maldonado,2023-01-01,0
PICHINCHA,Puerto Quito,2023-01-01,0
TUNGURAHUA,Ambato,2023-01-01,1
TUNGURAHUA,Baños De Agua Santa,2023-01-01,0
TUNGURAHUA,Cevallos,2023-01-01,1
TUNGURAHUA,Mocha,2023-01-01,0
TUNGURAHUA,Patate,2023-01-01,0
TUNGURAHUA,Quero,2023-01-01,0
TUNGURAHUA,San Pedro De Pelileo,2023-01-01,0
TUNGURAHUA,Santiago De Pillaro,2023-01-01,0
TUNGURAHUA,Tisaleo,2023-01-01,0
ZAMORA CHINCHIPE,Zamora,2023-01-01,0
ZAMORA CHINCHIPE,Chinchipe,2023-01-01,0
ZAMORA CHINCHIPE,Nangaritza,2023-01-01,0
ZAMORA CHINCHIPE,Yacuambi,2023-01-01,0
ZAMORA CHINCHIPE,Yantzaza (Yanzatza),2023-01-01,1
ZAMORA CHINCHIPE,El Pangui,2023-01-01,0
ZAMORA CHINCHIPE,Centinela Del Condor,2023-01-01,0
ZAMORA CHINCHIPE,Palanda,2023-01-01,0
ZAMORA CHINCHIPE,Paquisha,2023-01-01,0
GALAPAGOS,San Cristobal,2023-01-01,0
GALAPAGOS,Isabela,2023-01-01,0
GALAPAGOS,Santa Cruz,2023-01-01,0
SUCUMBIOS,Lago Agrio,2023-01-01,8
SUCUMBIOS,Gonzalo Pizarro,2023-01-01,0
SUCUMBIOS,Putumayo,2023-01-01,0
SUCUMBIOS,Shushufindi,2023-01-01,2
SUCUMBIOS,Sucumbios,2023-01-01,0
SUCUMBIOS,Cascales,2023-01-01,0
SUCUMBIOS,Cuyabeno,2023-01-01,0
ORELLANA,Orellana,2023-01-01,0
ORELLANA,Aguarico,2023-01-01,0
ORELLANA,La Joya De Los Sachas,2023-01-01,0
ORELLANA,Loreto,2023-01-01,0
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,2023-01-01,11
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,2023-01-01,2
SANTA ELENA,Santa Elena,2023-01-01,4
SANTA ELENA,La Libertad,2023-01-01,7
SANTA ELENA,Salinas,2023-01-01,1
TOTAL NACIONAL,Total Nacional,2023-01-01,534
AZUAY,Cuenca,2023-02-01,1
AZUAY,Giron,2023-02-01,0
AZUAY,Gualaceo,2023-02-01,0
AZUAY,Nabon,2023-02-01,0
AZUAY,Paute,2023-02-01,0
AZUAY,Pucara,2023-02-01,0
AZUAY,San Fernando,2023-02-01,0
AZUAY,Santa Isabel,2023-02-01,0
AZUAY,Sigsig,2023-02-01,0
AZUAY,Oña,2023-02-01,0
AZUAY,Chordeleg,2023-02-01,0
AZUAY,El Pan,2023-02-01,0
AZUAY,Sevilla De Oro,2023-02-01,0
AZUAY,Guachapala,2023-02-01,0
AZUAY,Camilo Ponce Enriquez,2023-02-01,1
BOLIVAR,Guaranda,2023-02-01,0
BOLIVAR,Chillanes,2023-02-01,0
BOLIVAR,Chimbo,2023-02-01,0
BOLIVAR,Echeandia,2023-02-01,0
BOLIVAR,San Miguel,2023-02-01,0
BOLIVAR,Caluma,2023-02-01,1
BOLIVAR,Las Naves,2023-02-01,0
CANAR,Azogues,2023-02-01,0
CANAR,Biblian,2023-02-01,0
CANAR,Cañar,2023-02-01,0
CANAR,La Troncal,2023-02-01,7
CANAR,El Tambo,2023-02-01,0
CANAR,Deleg,2023-02-01,0
CANAR,Suscal,2023-02-01,0
CARCHI,Tulcan,2023-02-01,0
CARCHI,Bolivar,2023-02-01,0
CARCHI,Espejo,2023-02-01,0
CARCHI,Mira,2023-02-01,0
CARCHI,Montufar,2023-02-01,0
CARCHI,San Pedro De Huaca,2023-02-01,0
COTOPAXI,Latacunga,2023-02-01,2
COTOPAXI,La Mana,2023-02-01,0
COTOPAXI,Pangua,2023-02-01,0
COTOPAXI,Pujili,2023-02-01,1
COTOPAXI,Salcedo,2023-02-01,0
COTOPAXI,Saquisili,2023-02-01,2
COTOPAXI,Sigchos,2023-02-01,0
CHIMBORAZO,Riobamba,2023-02-01,0
CHIMBORAZO,Alausi,2023-02-01,0
CHIMBORAZO,Colta,2023-02-01,0
CHIMBORAZO,Chambo,2023-02-01,0
CHIMBORAZO,Chunchi,2023-02-01,0
CHIMBORAZO,Guamote,2023-02-01,0
CHIMBORAZO,Guano,2023-02-01,2
CHIMBORAZO,Pallatanga,2023-02-01,0
CHIMBORAZO,Penipe,2023-02-01,0
CHIMBORAZO,Cumanda,2023-02-01,1
EL ORO,Machala,2023-02-01,14
EL ORO,Arenillas,2023-02-01,2
EL ORO,Atahualpa,2023-02-01,0
EL ORO,Balsas,2023-02-01,0
EL ORO,Chilla,2023-02-01,0
EL ORO,El Guabo,2023-02-01,2
EL ORO,Huaquillas,2023-02-01,7
EL ORO,Marcabeli,2023-02-01,0
EL ORO,Pasaje,2023-02-01,12
EL ORO,Piñas,2023-02-01,0
EL ORO,Portovelo,2023-02-01,0
EL ORO,Santa Rosa,2023-02-01,3
EL ORO,Zaruma,2023-02-01,0
EL ORO,Las Lajas,2023-02-01,0
ESMERALDAS,Esmeraldas,2023-02-01,23
ESMERALDAS,Eloy Alfaro,2023-02-01,1
ESMERALDAS,Muisne,2023-02-01,1
ESMERALDAS,Quininde,2023-02-01,5
ESMERALDAS,San Lorenzo,2023-02-01,5
ESMERALDAS,Atacames,2023-02-01,0
ESMERALDAS,Rioverde,2023-02-01,1
GUAYAS,Guayaquil,2023-02-01,186
GUAYAS,Alfredo Baquerizo Moreno (Jujan),2023-02-01,1
GUAYAS,Balao,2023-02-01,1
GUAYAS,Balzar,2023-02-01,8
GUAYAS,Colimes,2023-02-01,0
GUAYAS,Daule,2023-02-01,4
GUAYAS,Duran,2023-02-01,12
GUAYAS,El Empalme,2023-02-01,2
GUAYAS,El Triunfo,2023-02-01,0
GUAYAS,Milagro,2023-02-01,12
GUAYAS,Naranjal,2023-02-01,2
GUAYAS,Naranjito,2023-02-01,0
GUAYAS,Palestina,2023-02-01,2
GUAYAS,Pedro Carbo,2023-02-01,2
GUAYAS,Samborondon,2023-02-01,1
GUAYAS,Santa Lucia,2023-02-01,0
GUAYAS,Salitre (Urbina Jado),2023-02-01,1
GUAYAS,San Jacinto De Yaguachi,2023-02-01,0
GUAYAS,Playas,2023-02-01,1
GUAYAS,Simon Bolivar,2023-02-01,1
GUAYAS,Coronel Marcelino Maridueña,2023-02-01,0
GUAYAS,Lomas De Sargentillo,2023-02-01,0
GUAYAS,Nobol,2023-02-01,0
GUAYAS,Gral Antonio Elizalde,2023-02-01,0
GUAYAS,Isidro Ayora,2023-02-01,1
IMBABURA,Ibarra,2023-02-01,2
IMBABURA,Antonio Ante,2023-02-01,0
IMBABURA,Cotacachi,2023-02-01,0
IMBABURA,Otavalo,2023-02-01,1
IMBABURA,Pimampiro,2023-02-01,0
IMBABURA,San Miguel De Urcuqui,2023-02-01,0
LOJA,Loja,2023-02-01,0
LOJA,Calvas,2023-02-01,0
LOJA,Catamayo,2023-02-01,0
LOJA,Celica,2023-02-01,0
LOJA,Chaguarpamba,2023-02-01,0
LOJA,Espindola,2023-02-01,0
LOJA,Gonzanama,2023-02-01,0
LOJA,Macara,2023-02-01,0
LOJA,Paltas,2023-02-01,0
LOJA,Puyango,2023-02-01,0
LOJA,Saraguro,2023-02-01,0
LOJA,Sozoranga,2023-02-01,0
LOJA,Zapotillo,2023-02-01,0
LOJA,Pindal,2023-02-01,0
LOJA,Quilanga,2023-02-01,0
LOJA,Olmedo,2023-02-01,0
LOS RIOS,Babahoyo,2023-02-01,4
LOS RIOS,Baba,2023-02-01,0
LOS RIOS,Montalvo,2023-02-01,1
LOS RIOS,Puebloviejo,2023-02-01,0
LOS RIOS,Quevedo,2023-02-01,30
LOS RIOS,Urdaneta,2023-02-01,0
LOS RIOS,Ventanas,2023-02-01,5
LOS RIOS,Vinces,2023-02-01,0
LOS RIOS,Palenque,2023-02-01,1
LOS RIOS,Buena Fe,2023-02-01,1
LOS RIOS,Valencia,2023-02-01,3
LOS RIOS,Mocache,2023-02-01,1
LOS RIOS,Quinsaloma,2023-02-01,1
MANABI,Portoviejo,2023-02-01,17
MANABI,Bolivar,2023-02-01,1
MANABI,Chone,2023-02-01,0
MANABI,El Carmen,2023-02-01,1
MANABI,Flavio Alfaro,2023-02-01,0
MANABI,Jipijapa,2023-02-01,0
MANABI,Junin,2023-02-01,1
MANABI,Manta,2023-02-01,10
MANABI,Montecristi,2023-02-01,2
MANABI,Pajan,2023-02-01,0
MANABI,Pichincha,2023-02-01,1
MANABI,Rocafuerte,2023-02-01,1
MANABI,Santa Ana,2023-02-01,0
MANABI,Sucre,2023-02-01,3
MANABI,Tosagua,2023-02-01,2
MANABI,24 De Mayo,2023-02-01,1
MANABI,Pedernales,2023-02-01,4
MANABI,Olmedo,2023-02-01,0
MANABI,Puerto Lopez,2023-02-01,2
MANABI,Jama,2023-02-01,1
MANABI,Jaramijo,2023-02-01,3
MANABI,San Vicente,2023-02-01,2
MORONA SANTIAGO,Morona,2023-02-01,1
MORONA SANTIAGO,Gualaquiza,2023-02-01,0
MORONA SANTIAGO,Limon Indanza,2023-02-01,0
MORONA SANTIAGO,Palora,2023-02-01,0
MORONA SANTIAGO,Santiago,2023-02-01,0
MORONA SANTIAGO,Sucua,2023-02-01,0
MORONA SANTIAGO,Huamboya,2023-02-01,0
MORONA SANTIAGO,San Juan Bosco,2023-02-01,0
MORONA SANTIAGO,Taisha,2023-02-01,0
MORONA SANTIAGO,Logroño,2023-02-01,0
MORONA SANTIAGO,Pablo Sexto,2023-02-01,0
MORONA SANTIAGO,Canton Tiwintza,2023-02-01,0
NAPO,Tena,2023-02-01,1
NAPO,Archidona,2023-02-01,0
NAPO,El Chaco,2023-02-01,0
NAPO,Quijos,2023-02-01,0
NAPO,Carlos Julio Arosemena Tola,2023-02-01,0
PASTAZA,Pastaza,2023-02-01,3
PASTAZA,Mera,2023-02-01,0
PASTAZA,Santa Clara,2023-02-01,0
PASTAZA,Arajuno,2023-02-01,0
PICHINCHA,Quito,2023-02-01,27
PICHINCHA,Cayambe,2023-02-01,0
PICHINCHA,Mejia,2023-02-01,0
PICHINCHA,Pedro Moncayo,2023-02-01,0
PICHINCHA,Rumiñahui,2023-02-01,0
PICHINCHA,San Miguel De Los Bancos,2023-02-01,0
PICHINCHA,Pedro Vicente Maldonado,2023-02-01,0
PICHINCHA,Puerto Quito,2023-02-01,0
TUNGURAHUA,Ambato,2023-02-01,1
TUNGURAHUA,Baños De Agua Santa,2023-02-01,0
TUNGURAHUA,Cevallos,2023-02-01,0
TUNGURAHUA,Mocha,2023-02-01,0
TUNGURAHUA,Patate,2023-02-01,0
TUNGURAHUA,Quero,2023-02-01,0
TUNGURAHUA,San Pedro De Pelileo,2023-02-01,0
TUNGURAHUA,Santiago De Pillaro,2023-02-01,0
TUNGURAHUA,Tisaleo,2023-02-01,0
ZAMORA CHINCHIPE,Zamora,2023-02-01,0
ZAMORA CHINCHIPE,Chinchipe,2023-02-01,0
ZAMORA CHINCHIPE,Nangaritza,2023-02-01,0
ZAMORA CHINCHIPE,Yacuambi,2023-02-01,0
ZAMORA CHINCHIPE,Yantzaza (Yanzatza),2023-02-01,0
ZAMORA CHINCHIPE,El Pangui,2023-02-01,0
ZAMORA CHINCHIPE,Centinela Del Condor,2023-02-01,0
ZAMORA CHINCHIPE,Palanda,2023-02-01,0
ZAMORA CHINCHIPE,Paquisha,2023-02-01,0
GALAPAGOS,San Cristobal,2023-02-01,0
GALAPAGOS,Isabela,2023-02-01,0
GALAPAGOS,Santa Cruz,2023-02-01,0
SUCUMBIOS,Lago Agrio,2023-02-01,5
SUCUMBIOS,Gonzalo Pizarro,2023-02-01,0
SUCUMBIOS,Putumayo,2023-02-01,0
SUCUMBIOS,Shushufindi,2023-02-01,0
SUCUMBIOS,Sucumbios,2023-02-01,0
SUCUMBIOS,Cascales,2023-02-01,0
SUCUMBIOS,Cuyabeno,2023-02-01,0
ORELLANA,Orellana,2023-02-01,0
ORELLANA,Aguarico,2023-02-01,0
ORELLANA,La Joya De Los Sachas,2023-02-01,0
ORELLANA,Loreto,2023-02-01,1
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,2023-02-01,20
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,2023-02-01,2
SANTA ELENA,Santa Elena,2023-02-01,2
SANTA ELENA,La Libertad,2023-02-01,8
SANTA ELENA,Salinas,2023-02-01,1
TOTAL NACIONAL,Total Nacional,2023-02-01,505
AZUAY,Cuenca,2023-03-01,4
AZUAY,Giron,2023-03-01,0
AZUAY,Gualaceo,2023-03-01,0
AZUAY,Nabon,2023-03-01,0
AZUAY,Paute,2023-03-01,0
AZUAY,Pucara,2023-03-01,0
AZUAY,San Fernando,2023-03-01,0
AZUAY,Santa Isabel,2023-03-01,0
AZUAY,Sigsig,2023-03-01,0
AZUAY,Oña,2023-03-01,0
AZUAY,Chordeleg,2023-03-01,0
AZUAY,El Pan,2023-03-01,0
AZUAY,Sevilla De Oro,2023-03-01,0
AZUAY,Guachapala,2023-03-01,0
AZUAY,Camilo Ponce Enriquez,2023-03-01,3
BOLIVAR,Guaranda,2023-03-01,2
BOLIVAR,Chillanes,2023-03-01,0
BOLIVAR,Chimbo,2023-03-01,0
BOLIVAR,Echeandia,2023-03-01,0
BOLIVAR,San Miguel,2023-03-01,0
BOLIVAR,Caluma,2023-03-01,1
BOLIVAR,Las Naves,2023-03-01,0
CANAR,Azogues,2023-03-01,1
CANAR,Biblian,2023-03-01,0
CANAR,Cañar,2023-03-01,0
CANAR,La Troncal,2023-03-01,7
CANAR,El Tambo,2023-03-01,0
CANAR,Deleg,2023-03-01,0
CANAR,Suscal,2023-03-01,0
CARCHI,Tulcan,2023-03-01,0
CARCHI,Bolivar,2023-03-01,0
CARCHI,Espejo,2023-03-01,0
CARCHI,Mira,2023-03-01,0
CARCHI,Montufar,2023-03-01,0
CARCHI,San Pedro De Huaca,2023-03-01,0
COTOPAXI,Latacunga,2023-03-01,1
COTOPAXI,La Mana,2023-03-01,0
COTOPAXI,Pangua,2023-03-01,1
COTOPAXI,Pujili,2023-03-01,0
COTOPAXI,Salcedo,2023-03-01,0
COTOPAXI,Saquisili,2023-03-01,0
COTOPAXI,Sigchos,2023-03-01,0
CHIMBORAZO,Riobamba,2023-03-01,1
CHIMBORAZO,Alausi,2023-03-01,0
CHIMBORAZO,Colta,2023-03-01,0
CHIMBORAZO,Chambo,2023-03-01,0
CHIMBORAZO,Chunchi,2023-03-01,0
CHIMBORAZO,Guamote,2023-03-01,0
CHIMBORAZO,Guano,2023-03-01,0
CHIMBORAZO,Pallatanga,2023-03-01,0
CHIMBORAZO,Penipe,2023-03-01,0
CHIMBORAZO,Cumanda,2023-03-01,0
EL ORO,Machala,2023-03-01,24
EL ORO,Arenillas,2023-03-01,7
EL ORO,Atahualpa,2023-03-01,0
EL ORO,Balsas,2023-03-01,0
EL ORO,Chilla,2023-03-01,0
EL ORO,El Guabo,2023-03-01,4
EL ORO,Huaquillas,2023-03-01,8
EL ORO,Marcabeli,2023-03-01,0
EL ORO,Pasaje,2023-03-01,8
EL ORO,Piñas,2023-03-01,0
EL ORO,Portovelo,2023-03-01,0
EL ORO,Santa Rosa,2023-03-01,7
EL ORO,Zaruma,2023-03-01,0
EL ORO,Las Lajas,2023-03-01,0
ESMERALDAS,Esmeraldas,2023-03-01,29
ESMERALDAS,Eloy Alfaro,2023-03-01,1
ESMERALDAS,Muisne,2023-03-01,0
ESMERALDAS,Quininde,2023-03-01,8
ESMERALDAS,San Lorenzo,2023-03-01,5
ESMERALDAS,Atacames,2023-03-01,6
ESMERALDAS,Rioverde,2023-03-01,1
GUAYAS,Guayaquil,2023-03-01,219
GUAYAS,Alfredo Baquerizo Moreno (Jujan),2023-03-01,1
GUAYAS,Balao,2023-03-01,3
GUAYAS,Balzar,2023-03-01,0
GUAYAS,Colimes,2023-03-01,0
GUAYAS,Daule,2023-03-01,9
GUAYAS,Duran,2023-03-01,11
GUAYAS,El Empalme,2023-03-01,3
GUAYAS,El Triunfo,2023-03-01,9
GUAYAS,Milagro,2023-03-01,9
GUAYAS,Naranjal,2023-03-01,5
GUAYAS,Naranjito,2023-03-01,2
GUAYAS,Palestina,2023-03-01,1
GUAYAS,Pedro Carbo,2023-03-01,5
GUAYAS,Samborondon,2023-03-01,1
GUAYAS,Santa Lucia,2023-03-01,0
GUAYAS,Salitre (Urbina Jado),2023-03-01,0
GUAYAS,San Jacinto De Yaguachi,2023-03-01,7
GUAYAS,Playas,2023-03-01,0
GUAYAS,Simon Bolivar,2023-03-01,0
GUAYAS,Coronel Marcelino Maridueña,2023-03-01,1
GUAYAS,Lomas De Sargentillo,2023-03-01,2
GUAYAS,Nobol,2023-03-01,1
GUAYAS,Gral Antonio Elizalde,2023-03-01,0
GUAYAS,Isidro Ayora,2023-03-01,0
IMBABURA,Ibarra,2023-03-01,3
IMBABURA,Antonio Ante,2023-03-01,0
IMBABURA,Cotacachi,2023-03-01,2
IMBABURA,Otavalo,2023-03-01,2
IMBABURA,Pimampiro,2023-03-01,0
IMBABURA,San Miguel De Urcuqui,2023-03-01,1
LOJA,Loja,2023-03-01,1
LOJA,Calvas,2023-03-01,0
LOJA,Catamayo,2023-03-01,0
LOJA,Celica,2023-03-01,0
LOJA,Chaguarpamba,2023-03-01,0
LOJA,Espindola,2023-03-01,0
LOJA,Gonzanama,2023-03-01,0
LOJA,Macara,2023-03-01,0
LOJA,Paltas,2023-03-01,0
LOJA,Puyango,2023-03-01,0
LOJA,Saraguro,2023-03-01,0
LOJA,Sozoranga,2023-03-01,0
LOJA,Zapotillo,2023-03-01,0
LOJA,Pindal,2023-03-01,1
LOJA,Quilanga,2023-03-01,0
LOJA,Olmedo,2023-03-01,0
LOS RIOS,Babahoyo,2023-03-01,17
LOS RIOS,Baba,2023-03-01,1
LOS RIOS,Montalvo,2023-03-01,0
LOS RIOS,Puebloviejo,2023-03-01,3
LOS RIOS,Quevedo,2023-03-01,27
LOS RIOS,Urdaneta,2023-03-01,1
LOS RIOS,Ventanas,2023-03-01,7
LOS RIOS,Vinces,2023-03-01,7
LOS RIOS,Palenque,2023-03-01,1
LOS RIOS,Buena Fe,2023-03-01,3
LOS RIOS,Valencia,2023-03-01,0
LOS RIOS,Mocache,2023-03-01,1
LOS RIOS,Quinsaloma,2023-03-01,0
MANABI,Portoviejo,2023-03-01,19
MANABI,Bolivar,2023-03-01,0
MANABI,Chone,2023-03-01,0
MANABI,El Carmen,2023-03-01,4
MANABI,Flavio Alfaro,2023-03-01,0
MANABI,Jipijapa,2023-03-01,0
MANABI,Junin,2023-03-01,0
MANABI,Manta,2023-03-01,19
MANABI,Montecristi,2023-03-01,1
MANABI,Pajan,2023-03-01,2
MANABI,Pichincha,2023-03-01,0
MANABI,Rocafuerte,2023-03-01,0
MANABI,Santa Ana,2023-03-01,2
MANABI,Sucre,2023-03-01,4
MANABI,Tosagua,2023-03-01,1
MANABI,24 De Mayo,2023-03-01,1
MANABI,Pedernales,2023-03-01,7
MANABI,Olmedo,2023-03-01,1
MANABI,Puerto Lopez,2023-03-01,2
MANABI,Jama,2023-03-01,0
MANABI,Jaramijo,2023-03-01,0
MANABI,San Vicente,2023-03-01,1
MORONA SANTIAGO,Morona,2023-03-01,3
MORONA SANTIAGO,Gualaquiza,2023-03-01,0
MORONA SANTIAGO,Limon Indanza,2023-03-01,0
MORONA SANTIAGO,Palora,2023-03-01,4
MORONA SANTIAGO,Santiago,2023-03-01,0
MORONA SANTIAGO,Sucua,2023-03-01,0
MORONA SANTIAGO,Huamboya,2023-03-01,0
MORONA SANTIAGO,San Juan Bosco,2023-03-01,0
MORONA SANTIAGO,Taisha,2023-03-01,0
MORONA SANTIAGO,Logroño,2023-03-01,0
MORONA SANTIAGO,Pablo Sexto,2023-03-01,0
MORONA SANTIAGO,Canton Tiwintza,2023-03-01,0
NAPO,Tena,2023-03-01,0
NAPO,Archidona,2023-03-01,0
NAPO,El Chaco,2023-03-01,0
NAPO,Quijos,2023-03-01,0
NAPO,Carlos Julio Arosemena Tola,2023-03-01,0
PASTAZA,Pastaza,2023-03-01,0
PASTAZA,Mera,2023-03-01,1
PASTAZA,Santa Clara,2023-03-01,0
PASTAZA,Arajuno,2023-03-01,0
PICHINCHA,Quito,2023-03-01,28
PICHINCHA,Cayambe,2023-03-01,2
PICHINCHA,Mejia,2023-03-01,1
PICHINCHA,Pedro Moncayo,2023-03-01,1
PICHINCHA,Rumiñahui,2023-03-01,4
PICHINCHA,San Miguel De Los Bancos,2023-03-01,0
PICHINCHA,Pedro Vicente Maldonado,2023-03-01,0
PICHINCHA,Puerto Quito,2023-03-01,0
TUNGURAHUA,Ambato,2023-03-01,1
TUNGURAHUA,Baños De Agua Santa,2023-03-01,0
TUNGURAHUA,Cevallos,2023-03-01,0
TUNGURAHUA,Mocha,2023-03-01,0
TUNGURAHUA,Patate,2023-03-01,0
TUNGURAHUA,Quero,2023-03-01,0
TUNGURAHUA,San Pedro De Pelileo,2023-03-01,0
TUNGURAHUA,Santiago De Pillaro,2023-03-01,0
TUNGURAHUA,Tisaleo,2023-03-01,0
ZAMORA CHINCHIPE,Zamora,2023-03-01,0
ZAMORA CHINCHIPE,Chinchipe,2023-03-01,0
ZAMORA CHINCHIPE,Nangaritza,2023-03-01,0
ZAMORA CHINCHIPE,Yacuambi,2023-03-01,0
ZAMORA CHINCHIPE,Yantzaza (Yanzatza),2023-03-01,1
ZAMORA CHINCHIPE,El Pangui,2023-03-01,0
ZAMORA CHINCHIPE,Centinela Del Condor,2023-03-01,0
ZAMORA CHINCHIPE,Palanda,2023-03-01,0
ZAMORA CHINCHIPE,Paquisha,2023-03-01,1
GALAPAGOS,San Cristobal,2023-03-01,0
GALAPAGOS,Isabela,2023-03-01,0
GALAPAGOS,Santa Cruz,2023-03-01,0
SUCUMBIOS,Lago Agrio,2023-03-01,7
SUCUMBIOS,Gonzalo Pizarro,2023-03-01,0
SUCUMBIOS,Putumayo,2023-03-01,0
SUCUMBIOS,Shushufindi,2023-03-01,3
SUCUMBIOS,Sucumbios,2023-03-01,0
SUCUMBIOS,Cascales,2023-03-01,1
SUCUMBIOS,Cuyabeno,2023-03-01,0
ORELLANA,Orellana,2023-03-01,0
ORELLANA,Aguarico,2023-03-01,0
ORELLANA,La Joya De Los Sachas,2023-03-01,0
ORELLANA,Loreto,2023-03-01,1
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,2023-03-01,13
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,2023-03-01,1
SANTA ELENA,Santa Elena,2023-03-01,13
SANTA ELENA,La Libertad,2023-03-01,8
SANTA ELENA,Salinas,2023-03-01,5
TOTAL NACIONAL,Total Nacional,2023-03-01,659
AZUAY,Cuenca,2023-04-01,1
AZUAY,Giron,2023-04-01,0
AZUAY,Gualaceo,2023-04-01,0
AZUAY,Nabon,2023-04-01,0
AZUAY,Paute,2023-04-01,0
AZUAY,Pucara,2023-04-01,0
AZUAY,San Fernando,2023-04-01,0
